Ecotype,pc_1_value,pc_2_value,k2,# km_cats_3_value,# km_cats_4_value,# km_cats_5_value,# km_cats_6_value,# km_cats_7_value,# km_cats_8_value,# km_cats_9_value,# km_cats_10_value
Oceanic,0.0956596,0.090943044,1,3,3,5,4,2,5,1,7
Oceanic,-0.201732183,0.106666076,1,3,3,1,2,6,1,7,1
Oceanic,-0.215892205,0.006862447,2,2,2,4,2,6,1,7,1
Oceanic,-0.111722563,0.082958269,1,3,3,1,2,6,1,7,8
Oceanic,0.071152483,-0.025126933,2,1,1,2,3,3,4,5,5
Oceanic,-0.002405015,0.115465065,1,3,3,5,5,5,7,3,3
Oceanic,0.006100576,0.018596739,1,3,3,5,3,5,7,3,5
Oceanic,-0.151757798,-0.073866864,2,2,2,4,6,4,2,9,1
Oceanic,0.046600622,-0.09818452,2,1,1,2,3,3,4,4,6
Oceanic,-0.111534854,-0.078448906,2,2,2,4,6,4,2,8,10
Oceanic,-0.162760971,0.069470995,1,3,2,1,2,6,1,7,8
Oceanic,-0.078556512,-0.105214426,2,2,2,4,6,4,8,8,10
Oceanic,-0.119629032,-0.122945594,2,2,2,4,6,4,2,9,9
Oceanic,-0.124598584,-0.00615556,2,2,2,4,2,6,1,7,8
Oceanic,0.05215122,0.040346583,1,3,3,5,4,5,7,3,5
Oceanic,-0.141479909,0.077221251,1,3,3,1,2,6,1,7,8
Oceanic,0.071374708,0.049666313,1,3,3,5,4,5,7,3,5
Oceanic,0.021129872,3.27E-05,2,1,1,2,3,5,7,5,5
Oceanic,0.011124226,-0.072728865,2,1,1,2,3,3,4,5,6
Oceanic,0.01692842,0.123221434,1,3,3,5,5,5,7,3,3
Oceanic,0.023967881,-0.089673022,2,1,1,2,3,3,4,4,6
Oceanic,-0.045356481,-0.060300165,2,2,1,2,3,3,8,8,10
Oceanic,0.241927804,0.038480302,1,1,4,3,1,1,3,2,4
Oceanic,-0.151585692,-0.026358897,2,2,2,4,2,6,1,7,1
Oceanic,-0.07331375,-0.110683981,2,2,2,4,6,4,8,8,10
Oceanic,-0.041822402,-0.095407989,2,2,1,2,3,3,8,8,10
Oceanic,-0.075615923,-0.123602899,2,2,2,4,6,4,8,8,10
Oceanic,-0.058576141,-0.088899047,2,2,2,4,6,4,8,8,10
Oceanic,-0.060674215,-0.104096718,2,2,2,4,6,4,8,8,10
Oceanic,-0.113366466,0.045178534,1,3,2,1,2,6,1,7,8
Oceanic,-0.154682423,-0.06432303,2,2,2,4,6,4,2,9,1
Oceanic,-0.018322372,0.20680248,1,3,3,1,5,7,6,6,2
Oceanic,0.010972577,0.141016745,1,3,3,5,5,5,6,3,3
Oceanic,-0.149731854,-0.010743129,2,2,2,4,2,6,1,7,1
Oceanic,-0.042405118,-0.048854449,2,2,1,2,3,3,8,8,10
Oceanic,-0.15922346,-0.06732889,2,2,2,4,6,4,2,9,1
Oceanic,-0.296686346,0.024555447,1,2,2,4,2,6,1,7,1
Oceanic,-0.222766234,-0.094236094,2,2,2,4,6,4,2,9,1
Oceanic,-0.239543504,0.033643564,1,2,2,4,2,6,1,7,1
Oceanic,-0.013849443,0.106787774,1,3,3,1,5,5,7,3,3
Oceanic,-0.049584982,0.028709681,1,3,3,1,2,6,7,8,8
Oceanic,-0.079097507,0.086685972,1,3,3,1,2,6,1,6,8
Oceanic,0.032219092,-0.049915551,2,1,1,2,3,3,4,5,5
Oceanic,-0.091562636,0.026472522,1,2,2,1,2,6,1,7,8
Oceanic,-0.069482882,-0.064170416,2,2,2,4,6,4,8,8,10
Oceanic,-0.067812325,0.12900941,1,3,3,1,5,7,6,6,2
Oceanic,-0.082591242,-0.009755197,2,2,2,4,2,6,8,8,8
Oceanic,-0.089582284,0.167425424,1,3,3,1,5,7,6,6,2
Oceanic,-0.058099152,0.007812446,2,2,2,1,2,6,8,8,8
Oceanic,-0.10747727,0.119452255,1,3,3,1,2,7,1,6,2
Oceanic,-0.037255768,-0.035213779,2,2,1,2,3,3,8,8,10
Oceanic,-0.082178311,-0.035974154,2,2,2,4,2,6,8,8,10
Oceanic,-0.097906164,-0.040321544,2,2,2,4,6,6,8,8,10
Oceanic,-0.090948674,-0.079135228,2,2,2,4,6,4,8,8,10
Oceanic,0.410348619,-0.233603395,2,1,4,3,1,1,3,2,4
Oceanic,-0.116722495,-0.044342283,2,2,2,4,6,4,8,8,10
Oceanic,-0.113279047,-0.09719314,2,2,2,4,6,4,2,9,9
Oceanic,-0.112503125,-0.067459205,2,2,2,4,6,4,2,8,10
Oceanic,-0.064874423,-0.02054325,2,2,2,4,2,6,8,8,10
Oceanic,-0.196943845,-0.03923139,2,2,2,4,6,4,2,7,1
Oceanic,-0.173804782,0.02612132,1,2,2,4,2,6,1,7,1
Oceanic,-0.125078295,0.052721539,1,3,2,1,2,6,1,7,8
Oceanic,-0.041658676,0.071225158,1,3,3,1,2,5,7,3,8
Oceanic,0.012904949,-0.027811375,2,1,1,2,3,3,4,5,5
Oceanic,0.001034294,0.09387307,1,3,3,5,5,5,7,3,3
Oceanic,0.238066885,-0.312036034,2,1,4,3,1,1,3,2,4
Oceanic,0.240441199,0.353404773,1,3,3,5,4,2,5,1,7
Oceanic,-0.081112709,0.146670009,1,3,3,1,5,7,6,6,2
Oceanic,0.123321318,-0.011686902,2,1,4,3,1,1,3,5,5
Oceanic,-0.034427554,-0.074856548,2,2,1,2,3,3,8,8,10
Oceanic,0.04625997,-0.132745441,2,1,1,2,3,3,4,4,6
Oceanic,0.027338648,0.091249166,1,3,3,5,4,5,7,3,3
Oceanic,-0.150371989,0.122071397,1,3,3,1,2,7,1,7,2
Oceanic,0.030407476,0.10374657,1,3,3,5,4,5,7,3,3
Oceanic,-0.044420863,0.186824359,1,3,3,1,5,7,6,6,2
Oceanic,0.013876302,0.128168937,1,3,3,5,5,5,7,3,3
Oceanic,0.019463752,-0.051126654,2,1,1,2,3,3,4,5,5
Oceanic,-0.105277793,-0.094589728,2,2,2,4,6,4,2,9,10
Oceanic,-0.069305031,0.155462449,1,3,3,1,5,7,6,6,2
Oceanic,-0.051277613,0.106197037,1,3,3,1,5,7,6,6,8
Oceanic,-0.126795531,0.008729674,2,2,2,4,2,6,1,7,8
Oceanic,-0.067576831,0.172015327,1,3,3,1,5,7,6,6,2
Oceanic,-0.049050634,0.191685444,1,3,3,1,5,7,6,6,2
Oceanic,-0.143601869,0.171565426,1,3,3,1,5,7,1,6,2
Oceanic,0.00146691,-0.097739303,2,2,1,2,3,3,8,4,6
Oceanic,-0.074667206,-0.007279999,2,2,2,4,2,6,8,8,8
Oceanic,-0.085109861,-0.067655386,2,2,2,4,6,4,8,8,10
Oceanic,0.043437275,0.071717291,1,3,3,5,4,5,7,3,3
Oceanic,0.048389957,0.076969104,1,3,3,5,4,5,7,3,3
Oceanic,0.021008274,0.034924863,1,3,3,5,4,5,7,3,5
Oceanic,0.053037595,0.146058088,1,3,3,5,4,5,7,3,3
Oceanic,-0.045481187,0.190360994,1,3,3,1,5,7,6,6,2
Oceanic,-0.085761394,0.230161742,1,3,3,1,5,7,6,6,2
Oceanic,-0.047737675,0.277105955,1,3,3,1,5,7,6,6,2
Oceanic,-0.090289482,0.073550299,1,3,3,1,2,6,1,7,8
Oceanic,0.059423452,0.099141314,1,3,3,5,4,5,7,3,3
Oceanic,-0.134417321,-0.15225604,2,2,2,4,6,4,2,9,9
Oceanic,-0.011063792,0.118714975,1,3,3,1,5,5,6,3,3
Oceanic,-0.057447113,0.138913874,1,3,3,1,5,7,6,6,2
Oceanic,-0.088169119,-0.061543787,2,2,2,4,6,4,8,8,10
Oceanic,0.157948857,0.088625808,1,1,4,5,4,2,5,1,7
Oceanic,0.030074846,0.07173938,1,3,3,5,4,5,7,3,3
Oceanic,-0.035129442,0.413675914,1,3,3,1,5,7,6,6,2
Oceanic,0.041501675,-0.053071135,2,1,1,2,3,3,4,5,5
Oceanic,-0.09762478,0.101767834,1,3,3,1,2,7,1,7,8
Oceanic,0.12193522,-0.06627839,2,1,4,3,1,1,4,5,4
Oceanic,0.12971976,-0.003436726,2,1,4,3,1,1,3,5,5
Oceanic,0.009843114,-0.090161406,2,1,1,2,3,3,4,4,6
Oceanic,0.105937885,-0.080262575,2,1,1,3,1,1,4,5,5
Oceanic,0.035636608,-0.047175956,2,1,1,2,3,3,4,5,5
Oceanic,0.093000639,-0.08630319,2,1,1,2,3,3,4,5,6
Oceanic,0.071522192,-0.100019745,2,1,1,2,3,3,4,4,6
Oceanic,0.193003496,-0.038084233,2,1,4,3,1,1,3,2,4
Oceanic,-0.063061241,-0.065224353,2,2,2,4,3,3,8,8,10
Oceanic,-0.014413232,-0.028230937,2,2,1,2,3,3,8,8,10
Oceanic,-0.01358254,-0.053611192,2,2,1,2,3,3,8,8,10
Oceanic,9.33E-04,-0.049386228,2,2,1,2,3,3,8,5,5
Oceanic,-0.051035433,0.017102047,1,2,3,1,2,6,8,8,8
Oceanic,0.049891516,0.157018178,1,3,3,5,5,5,6,3,3
Oceanic,0.018647922,0.110134854,1,3,3,5,5,5,7,3,3
Oceanic,0.027238162,0.079090941,1,3,3,5,4,5,7,3,3
Oceanic,-0.00127193,0.108338226,1,3,3,5,5,5,7,3,3
Oceanic,0.211393297,-0.012796577,2,1,4,3,1,1,3,2,4
Oceanic,0.007840548,0.180889616,1,3,3,1,5,7,6,6,3
Oceanic,0.099698592,-0.06584268,2,1,1,3,1,1,4,5,5
Oceanic,0.044472424,-0.008807187,2,1,1,2,3,3,4,5,5
Oceanic,0.019238008,-0.057538724,2,1,1,2,3,3,4,5,5
Oceanic,0.04811798,0.11921269,1,3,3,5,4,5,7,3,3
Oceanic,0.017992761,-0.016075612,2,1,1,2,3,3,4,5,5
Oceanic,-0.003335753,-0.044679671,2,2,1,2,3,3,8,8,10
Oceanic,-0.152202685,-0.048309923,2,2,2,4,6,4,2,9,1
Oceanic,0.161520729,0.019609313,1,1,4,3,1,1,5,1,7
Oceanic,-0.075445004,-0.073612142,2,2,2,4,6,4,8,8,10
Oceanic,0.268213427,-0.001290694,2,1,4,3,1,1,3,2,4
Oceanic,-0.140698771,-0.050238069,2,2,2,4,6,4,2,8,1
Oceanic,0.212780585,0.003366176,2,1,4,3,1,1,3,2,4
Oceanic,0.108909432,-0.035594996,2,1,4,3,1,1,4,5,5
Oceanic,0.212677171,0.094594589,1,1,4,5,4,2,5,1,7
Oceanic,0.131391134,-0.05177166,2,1,4,3,1,1,3,2,4
Oceanic,0.020100521,-0.082358994,2,1,1,2,3,3,4,4,6
Oceanic,0.100135063,0.025297131,1,1,4,5,4,5,7,5,5
Oceanic,-0.013893925,0.045815486,1,3,3,5,2,5,7,3,8
Oceanic,0.004249945,-0.061838009,2,2,1,2,3,3,8,5,10
Oceanic,-0.040453416,-0.092043455,2,2,1,2,3,3,8,8,10
Oceanic,-0.135663188,-0.054261373,2,2,2,4,6,4,2,8,1
Oceanic,-0.065339236,-0.073405487,2,2,2,4,6,4,8,8,10
Oceanic,0.052622456,0.071681427,1,3,3,5,4,5,7,3,3
Oceanic,-0.104324702,0.183132719,1,3,3,1,5,7,6,6,2
Oceanic,-0.110983962,0.180901902,1,3,3,1,5,7,6,6,2
Oceanic,0.077567456,-0.046171642,2,1,1,2,3,3,4,5,5
Oceanic,-0.119067834,0.202523785,1,3,3,1,5,7,6,6,2
Oceanic,-0.179475012,-0.075078339,2,2,2,4,6,4,2,9,1
Oceanic,-0.169219889,0.05279685,1,2,2,1,2,6,1,7,1
Oceanic,-0.094228303,-0.061006478,2,2,2,4,6,4,8,8,10
Oceanic,-0.136851345,0.202310447,1,3,3,1,5,7,6,6,2
Oceanic,-0.095564378,-0.002961895,2,2,2,4,2,6,1,8,8
Oceanic,-0.250738173,0.060394525,1,2,2,1,2,6,1,7,1
Oceanic,-0.18901479,0.061501096,1,2,2,1,2,6,1,7,1
Oceanic,0.088354761,0.037713927,1,1,4,5,4,5,7,3,5
Oceanic,-0.19617961,0.05518761,1,2,2,1,2,6,1,7,1
Oceanic,-0.062305081,0.195302146,1,3,3,1,5,7,6,6,2
Oceanic,-0.042462563,0.061832425,1,3,3,1,2,5,7,3,8
Oceanic,-0.147228889,0.056685358,1,2,2,1,2,6,1,7,8
Oceanic,-0.040267693,-0.074082906,2,2,1,2,3,3,8,8,10
Oceanic,-0.146144434,0.037866936,1,2,2,1,2,6,1,7,8
Oceanic,-0.168563428,0.088090349,1,3,3,1,2,6,1,7,8
Oceanic,-0.098995833,0.194069156,1,3,3,1,5,7,6,6,2
Oceanic,-0.074849686,0.023922717,1,2,3,1,2,6,1,7,8
Oceanic,0.262349551,0.100867706,1,1,4,3,4,2,5,1,7
Oceanic,-0.339433989,0.09239731,1,2,2,1,2,6,1,7,1
Oceanic,-0.047219606,-0.087340187,2,2,1,2,3,3,8,8,10
Oceanic,-2.42E-05,-0.191923018,2,2,1,2,3,3,4,4,6
Oceanic,0.011503379,-0.026864174,2,1,1,2,3,3,4,5,5
Oceanic,-0.146814226,0.021759931,1,2,2,4,2,6,1,7,1
Oceanic,-0.141397945,0.008443838,2,2,2,4,2,6,1,7,1
Oceanic,-0.190579313,0.25125491,1,3,3,1,5,7,6,6,2
Oceanic,-0.066475214,-0.050856783,2,2,2,4,3,3,8,8,10
Oceanic,-0.110481478,0.142012364,1,3,3,1,5,7,6,6,2
Oceanic,-6.66E-04,-0.042932258,2,2,1,2,3,3,8,5,5
Oceanic,-0.149563135,0.017323987,1,2,2,4,2,6,1,7,1
Oceanic,-0.154153334,0.21283077,1,3,3,1,5,7,6,6,2
Oceanic,-0.093376708,0.135908461,1,3,3,1,5,7,6,6,2
Oceanic,0.145549573,-0.014405486,2,1,4,3,1,1,3,2,4
Oceanic,0.031187948,0.03624326,1,3,3,5,4,5,7,3,5
Oceanic,-0.007574847,-0.087227735,2,2,1,2,3,3,8,4,10
Oceanic,-0.139037701,0.132808424,1,3,3,1,2,7,1,7,2
Oceanic,-0.045202184,0.021471527,1,3,3,1,2,6,7,8,8
Oceanic,0.028010248,0.112947108,1,3,3,5,5,5,7,3,3
Oceanic,0.12037639,-0.062565502,2,1,4,3,1,1,4,5,5
Oceanic,-0.003171265,-0.054080907,2,2,1,2,3,3,8,8,10
Oceanic,0.001296338,-0.023426957,2,1,1,2,3,3,8,5,5
Oceanic,0.01935416,0.025482442,1,3,3,5,4,5,7,3,5
Oceanic,0.013743502,-0.026431321,2,1,1,2,3,3,4,5,5
Oceanic,0.10370677,0.033312597,1,1,4,5,4,5,7,5,5
Oceanic,-0.18624956,0.092361205,1,3,3,1,2,6,1,7,1
Oceanic,-0.061457916,0.052484518,1,3,3,1,2,6,1,7,8
Oceanic,-0.027467133,0.051317347,1,3,3,1,2,5,7,3,8
Oceanic,-0.049263755,0.063450925,1,3,3,1,2,6,7,3,8
Oceanic,-0.088632502,0.04845039,1,3,3,1,2,6,1,7,8
Oceanic,-0.091903811,-0.029615801,2,2,2,4,2,6,8,8,10
Oceanic,-0.102817247,0.064595196,1,3,3,1,2,6,1,7,8
Oceanic,-0.197138964,-0.041915516,2,2,2,4,6,4,2,9,1
Oceanic,0.082249343,0.050906397,1,1,3,5,4,5,7,3,5
Oceanic,0.145234216,-0.012486999,2,1,4,3,1,1,3,2,4
Oceanic,0.058296836,0.091798614,1,3,3,5,4,5,7,3,3
Oceanic,0.03559822,0.097705743,1,3,3,5,4,5,7,3,3
Oceanic,-0.059181147,0.158377033,1,3,3,1,5,7,6,6,2
Oceanic,3.23E-04,0.066689476,1,3,3,5,5,5,7,3,3
Oceanic,-9.65E-04,0.159989946,1,3,3,1,5,7,6,6,3
Oceanic,-0.122515517,0.142342447,1,3,3,1,5,7,1,6,2
Oceanic,-0.18015826,0.150446034,1,3,3,1,2,7,1,7,2
Oceanic,-0.032813207,0.059772463,1,3,3,1,2,5,7,3,8
Oceanic,-0.033113814,0.142311825,1,3,3,1,5,7,6,6,2
Oceanic,-0.03785926,0.134481902,1,3,3,1,5,7,6,6,2
Oceanic,-0.035155835,0.136714736,1,3,3,1,5,7,6,6,2
Oceanic,-0.125702999,-0.111827678,2,2,2,4,6,4,2,9,9
Oceanic,-0.200659109,0.181963462,1,3,3,1,2,7,1,7,2
Oceanic,-0.025471193,0.106708065,1,3,3,1,5,5,6,3,3
Oceanic,-0.002321069,0.155123948,1,3,3,1,5,7,6,6,3
Oceanic,-0.041259958,-0.035978444,2,2,1,2,3,3,8,8,10
Oceanic,-0.087202663,0.155543267,1,3,3,1,5,7,6,6,2
Oceanic,-0.058924028,0.12270191,1,3,3,1,5,7,6,6,2
Oceanic,-0.071646293,0.09022707,1,3,3,1,2,6,1,6,8
Oceanic,-0.142264298,0.224767494,1,3,3,1,5,7,6,6,2
Oceanic,-0.09081575,0.06632791,1,3,3,1,2,6,1,7,8
Oceanic,0.103042782,0.028800922,1,1,4,5,4,5,7,5,5
Oceanic,-0.06620999,-0.022348661,2,2,2,4,2,6,8,8,10
Oceanic,-0.068122456,0.100493846,1,3,3,1,5,7,6,6,8
Oceanic,-0.128002471,0.232148709,1,3,3,1,5,7,6,6,2
Oceanic,-0.082575372,-0.031817015,2,2,2,4,2,6,8,8,10
Oceanic,0.08166395,-0.022812291,2,1,1,2,3,3,4,5,5
Oceanic,-0.082114274,-0.033571143,2,2,2,4,2,6,8,8,10
Oceanic,0.040992617,0.062180807,1,3,3,5,4,5,7,3,3
Oceanic,0.080308984,0.203550928,1,3,3,5,4,2,5,1,7
Oceanic,-0.054342275,0.004678505,2,2,2,2,2,6,8,8,8
Oceanic,0.017428632,0.068194755,1,3,3,5,4,5,7,3,3
Oceanic,-0.076451098,0.022089388,1,2,2,1,2,6,1,7,8
Oceanic,0.098094921,-0.024026477,2,1,4,3,1,1,4,5,5
Oceanic,-0.136400096,-0.003804476,2,2,2,4,2,6,1,7,1
Oceanic,-0.049708976,-0.040036314,2,2,1,2,3,3,8,8,10
Oceanic,0.115523922,-0.03136201,2,1,4,3,1,1,4,5,5
Oceanic,-0.029616662,-0.064179297,2,2,1,2,3,3,8,8,10
Oceanic,-0.107118065,0.105642704,1,3,3,1,2,7,1,7,8
Oceanic,-0.062312511,-0.068495465,2,2,2,4,3,3,8,8,10
Oceanic,-0.131557404,-0.080566559,2,2,2,4,6,4,2,9,9
Oceanic,0.047844755,-0.129726688,2,1,1,2,3,3,4,4,6
Oceanic,-0.152313193,-0.116241423,2,2,2,4,6,4,2,9,9
Oceanic,0.01931423,0.001203032,2,1,1,2,3,5,7,5,5
Oceanic,0.071222819,0.116316089,1,3,3,5,4,5,7,3,3
Oceanic,0.099753822,0.137411408,1,3,3,5,4,2,5,1,7
Oceanic,-0.061903115,0.058764,1,3,3,1,2,6,1,7,8
Oceanic,0.022633765,0.090578165,1,3,3,5,4,5,7,3,3
Oceanic,0.008939782,0.111151838,1,3,3,5,5,5,7,3,3
Oceanic,-0.037066015,0.106405251,1,3,3,1,5,7,6,6,3
Oceanic,0.005426892,0.100263991,1,3,3,5,5,5,7,3,3
Oceanic,-0.025852094,0.053241057,1,3,3,1,2,5,7,3,8
Oceanic,0.082670772,0.043220723,1,1,4,5,4,5,7,3,5
Oceanic,-0.013909718,0.101167862,1,3,3,1,5,5,7,3,3
Oceanic,0.022398068,0.114517215,1,3,3,5,5,5,7,3,3
Oceanic,-0.059189944,-0.064264449,2,2,2,4,3,3,8,8,10
Oceanic,-0.026985885,-0.054765108,2,2,1,2,3,3,8,8,10
Oceanic,-0.031399002,-0.054357218,2,2,1,2,3,3,8,8,10
Oceanic,-0.100936135,0.043768049,1,3,3,1,2,6,1,7,8
Oceanic,-0.039690523,-0.015837878,2,2,1,2,2,6,8,8,10
Oceanic,-0.194284945,0.021210626,1,2,2,4,2,6,1,7,1
Oceanic,-0.026524685,-0.088500719,2,2,1,2,3,3,8,8,10
Oceanic,-0.215198766,-0.008013717,2,2,2,4,2,6,1,7,1
Oceanic,-0.101385184,0.076328976,1,3,3,1,2,6,1,7,8
Oceanic,-0.018910754,0.153494139,1,3,3,1,5,7,6,6,2
Oceanic,-0.027840587,0.213070836,1,3,3,1,5,7,6,6,2
Oceanic,-0.076738253,0.077797527,1,3,3,1,2,6,1,7,8
Oceanic,-0.144343379,0.064572726,1,3,2,1,2,6,1,7,8
Oceanic,-0.091865758,0.231059892,1,3,3,1,5,7,6,6,2
Oceanic,-0.174710204,-0.037083784,2,2,2,4,6,4,2,7,1
Oceanic,-0.047346636,-0.012205332,2,2,1,2,2,6,8,8,10
Oceanic,-0.013782588,0.021943157,1,3,3,5,2,5,7,3,8
Oceanic,-0.03195863,-0.04850878,2,2,1,2,3,3,8,8,10
Oceanic,0.123372954,-0.016971203,2,1,4,3,1,1,3,5,5
Oceanic,-0.106789483,-0.067696031,2,2,2,4,6,4,8,8,10
Oceanic,-0.108589494,0.031133332,1,2,2,1,2,6,1,7,8
Oceanic,-0.028022669,0.179780976,1,3,3,1,5,7,6,6,2
Oceanic,-0.097265617,0.088968299,1,3,3,1,2,6,1,7,8
Oceanic,0.058650204,-0.041327247,2,1,1,2,3,3,4,5,5
Oceanic,-0.066222955,0.051381422,1,3,3,1,2,6,1,7,8
Oceanic,0.012908781,0.090345722,1,3,3,5,5,5,7,3,3
Oceanic,-0.049223222,0.21429029,1,3,3,1,5,7,6,6,2
Oceanic,-0.168653746,0.114457482,1,3,3,1,2,6,1,7,8
Oceanic,-0.131801892,-0.07841331,2,2,2,4,6,4,2,9,9
Oceanic,-0.051874575,0.153046512,1,3,3,1,5,7,6,6,2
Oceanic,-0.041900009,0.096486383,1,3,3,1,5,5,6,6,8
Oceanic,-0.037305484,0.067667832,1,3,3,1,2,5,7,3,8
Oceanic,0.057703221,0.068655944,1,3,3,5,4,5,7,3,3
Oceanic,0.019183215,0.145476423,1,3,3,5,5,5,6,3,3
Oceanic,-0.061174766,0.059370511,1,3,3,1,2,6,1,7,8
Oceanic,-0.038480047,0.142448713,1,3,3,1,5,7,6,6,2
Oceanic,-0.034793742,-0.067570173,2,2,1,2,3,3,8,8,10
Oceanic,-0.033085833,0.118700098,1,3,3,1,5,7,6,6,3
Oceanic,-0.037929719,0.002690217,2,2,1,2,2,6,8,8,8
Oceanic,0.013386192,0.150230954,1,3,3,5,5,5,6,3,3
Oceanic,-0.070352393,-0.097194973,2,2,2,4,6,4,8,8,10
Oceanic,0.051248633,0.071069103,1,3,3,5,4,5,7,3,3
Oceanic,0.049815948,0.061742636,1,3,3,5,4,5,7,3,3
Oceanic,-0.195125189,-0.121375099,2,2,2,4,6,4,2,9,9
Oceanic,-0.040926397,0.046301771,1,3,3,1,2,6,7,3,8
Oceanic,-0.079586502,0.026896099,1,2,3,1,2,6,1,7,8
Oceanic,-0.026775935,0.146809791,1,3,3,1,5,7,6,6,2
Oceanic,-0.084264173,-0.023631371,2,2,2,4,2,6,8,8,10
Oceanic,-0.134161309,0.041700139,1,2,2,1,2,6,1,7,8
Oceanic,-0.066180125,0.056425014,1,3,3,1,2,6,1,7,8
Oceanic,-0.031834499,0.16931409,1,3,3,1,5,7,6,6,2
Oceanic,0.00317926,0.107976948,1,3,3,5,5,5,7,3,3
Oceanic,0.001864741,0.071825248,1,3,3,5,5,5,7,3,3
Oceanic,0.004049093,0.148818708,1,3,3,1,5,7,6,3,3
Oceanic,0.012208916,0.090770164,1,3,3,5,5,5,7,3,3
Oceanic,-0.150165699,0.079568014,1,3,3,1,2,6,1,7,8
Oceanic,0.016161479,0.100180473,1,3,3,5,5,5,7,3,3
Oceanic,-0.154642054,0.093296071,1,3,3,1,2,6,1,7,8
Oceanic,0.006137332,0.1129666,1,3,3,5,5,5,7,3,3
Oceanic,-0.067362696,0.010376726,2,2,2,1,2,6,8,8,8
Oceanic,0.28304926,-0.198219576,2,1,4,3,1,1,3,2,4
Oceanic,0.169552645,-0.256515294,2,1,1,3,1,1,3,4,6
Oceanic,0.126347512,-0.330143633,2,1,1,2,3,3,4,4,6
